batch_order,phase,batch_id,disease_name,entity_type,entity_name,role_assignment,assignment_confidence,evidence_basis,review_reason,source_id,source_lookup_status,source_title,authors_or_organization,year,source_type,source_url,doi,pmid,pmcid,source_access,rows_supported,reliability_note,source_check_note,candidate_row,file_name
1,Phase V,v_batch_1_west_nile_yellow_fever_dengue_plague,Dengue,vector,Aedes furcifer,sylvatic_vector,medium,review synthesis of African sylvatic isolations,Strong region-specific review support.,DEN-DIALLO-2022,matched_sources_used,Dengue vectors in Africa: A review,D. Diallo et al.,2022,review,https://pubmed.ncbi.nlm.nih.gov/35620619/,10.1016/j.heliyon.2022.e09459,35620619,—,abstract_only,*Ae. furcifer*; *Ae. luteocephalus*; *Ae. taylori*,High-value regional review for African sylvatic vectors.,verify source URL/DOI/PMID and exact evidence span before import,Dengue | vector | Aedes furcifer | sylvatic_vector | medium,PIIS2405844022007472.pdf
1,Phase V,v_batch_1_west_nile_yellow_fever_dengue_plague,Dengue,vector,Aedes hensilli,epidemic_vector,medium,outbreak-specific named vector implication,Add only if your repo accepts outbreak-specific regional epidemic vectors.,DEN-SAVAGE-1998,matched_sources_used,"Epidemic of dengue-4 virus in Yap State, Federated States of Micronesia, and implication of Aedes hensilli as an epidemic vector",H. M. Savage et al.,1998,primary outbreak study,https://pubmed.ncbi.nlm.nih.gov/9574802/,10.4269/ajtmh.1998.58.519,9574802,—,abstract_only,*Ae. hensilli*,Strong species-level outbreak paper.,verify source URL/DOI/PMID and exact evidence span before import,Dengue | vector | Aedes hensilli | epidemic_vector | medium,
1,Phase V,v_batch_1_west_nile_yellow_fever_dengue_plague,Dengue,vector,Aedes luteocephalus,sylvatic_vector,medium,review synthesis of African sylvatic isolations,Strong region-specific review support.,DEN-DIALLO-2022,matched_sources_used,Dengue vectors in Africa: A review,D. Diallo et al.,2022,review,https://pubmed.ncbi.nlm.nih.gov/35620619/,10.1016/j.heliyon.2022.e09459,35620619,—,abstract_only,*Ae. furcifer*; *Ae. luteocephalus*; *Ae. taylori*,High-value regional review for African sylvatic vectors.,verify source URL/DOI/PMID and exact evidence span before import,Dengue | vector | Aedes luteocephalus | sylvatic_vector | medium,PIIS2405844022007472.pdf
1,Phase V,v_batch_1_west_nile_yellow_fever_dengue_plague,Dengue,vector,Aedes polynesiensis,epidemic_vector,medium,historic species-level transmission paper,Old evidence but direct and still cited in later reviews.,DEN-ROSEN-1954,matched_sources_used,The transmission of dengue by Aedes polynesiensis Marks,L. Rosen et al.,1954,primary study,https://pubmed.ncbi.nlm.nih.gov/13197723/,10.4269/ajtmh.1954.3.878,13197723,—,abstract_only,*Ae. polynesiensis*,Old but canonical and still cited.,verify source URL/DOI/PMID and exact evidence span before import,Dengue | vector | Aedes polynesiensis | epidemic_vector | medium,tpmd-article-p878.pdf
1,Phase V,v_batch_1_west_nile_yellow_fever_dengue_plague,Dengue,vector,Aedes taylori,sylvatic_vector,medium,review synthesis of African sylvatic isolations,Strong region-specific review support.,DEN-DIALLO-2022,matched_sources_used,Dengue vectors in Africa: A review,D. Diallo et al.,2022,review,https://pubmed.ncbi.nlm.nih.gov/35620619/,10.1016/j.heliyon.2022.e09459,35620619,—,abstract_only,*Ae. furcifer*; *Ae. luteocephalus*; *Ae. taylori*,High-value regional review for African sylvatic vectors.,verify source URL/DOI/PMID and exact evidence span before import,Dengue | vector | Aedes taylori | sylvatic_vector | medium,PIIS2405844022007472.pdf
1,Phase V,v_batch_1_west_nile_yellow_fever_dengue_plague,Plague,host,Cynomys ludovicianus,amplifying_host,medium,species-level epizootic ecology study,"Useful named-host addition, but it is a North American epizootic-role row rather than a universal maintenance claim.",PL-SEERY-2003,matched_sources_used,Treatment of Black-Tailed Prairie Dog Burrows with Deltamethrin Dust,D. B. Seery et al.,2003,primary ecology/control study,https://academic.oup.com/jme/article/40/5/718/865008,—,—,—,full_text,*Cynomys ludovicianus*,Strong species-level amplifying-host wording.,verify source URL/DOI/PMID and exact evidence span before import,Plague | host | Cynomys ludovicianus | amplifying_host | medium,jmedent40-0718.pdf
1,Phase V,v_batch_1_west_nile_yellow_fever_dengue_plague,Plague,vector,Oropsylla hirsuta,candidate_vector,medium,species-level epizootic vector wording,Likely worth staging if your repo accepts epizootic prairie-dog vector rows.,PL-MIARINJARA-2022,matched_sources_used,Reevaluation of the Role of Blocked Oropsylla hirsuta Prairie Dog Fleas,A. Miarinjara et al.,2022,primary study,https://academic.oup.com/jme/article/59/3/1053/6563783,—,—,—,abstract_only,*O. hirsuta*,Useful for candidate vector staging in prairie-dog epizootic context.,verify source URL/DOI/PMID and exact evidence span before import,Plague | vector | Oropsylla hirsuta | candidate_vector | medium,tjac021.pdf
1,Phase V,v_batch_1_west_nile_yellow_fever_dengue_plague,Plague,vector,Oropsylla montana,primary_vector,high,official report/public-health species-level vector wording,Strong named vector support for North America.,PL-NMDOH-2013,matched_sources_used,Plague,New Mexico Department of Health,2013,state public-health report,https://www.nmhealth.org/publication/view/help/1009/,—,—,—,report_pdf,*O. montana* corroboration,Very useful named-vector wording for human plague risk in New Mexico.,multiple sources listed; verify each source supports the exact role grain,Plague | vector | Oropsylla montana | primary_vector | high,ZDP-PLG-InvestigationManual.pdf
1,Phase V,v_batch_1_west_nile_yellow_fever_dengue_plague,Plague,vector,Oropsylla montana,primary_vector,high,official report/public-health species-level vector wording,Strong named vector support for North America.,PL-USGS-2012,matched_sources_used,Plague,R. C. Abbott et al.; USGS,2012,official report,https://pubs.usgs.gov/circ/1372/pdf/C1372_Plague.pdf,—,—,—,report_pdf,*O. montana*,Valuable official review with explicit North American vector language.,multiple sources listed; verify each source supports the exact role grain,Plague | vector | Oropsylla montana | primary_vector | high,C1372_Plague.pdf
1,Phase V,v_batch_1_west_nile_yellow_fever_dengue_plague,West Nile fever,host,Turdus migratorius,amplifying_host,medium,official named-species amplifier wording,"Species-level support exists, but wording is local/regional rather than global.",WN-CDC-GUIDE-2024,matched_sources_used,West Nile Virus Surveillance and Control Guidelines,CDC,2024,technical guideline,https://www.cdc.gov/west-nile-virus/media/pdfs/2024/08/WestNileVirus-SurveillanceControlGuidelines_508-h.pdf,—,—,—,report_pdf,Turdus migratorius; Cx. quinquefasciatus; Cx. tarsalis; Cx. salinarius,High-value named-species ecology source with explicit regional caveats.,verify source URL/DOI/PMID and exact evidence span before import,West Nile fever | host | Turdus migratorius | amplifying_host | medium,WestNileVirus-SurveillanceControlGuidelines_508-h.pdf
1,Phase V,v_batch_1_west_nile_yellow_fever_dengue_plague,West Nile fever,vector,Culex quinquefasciatus,main_vector,high,official named-species regional vector wording,Strong southern-US evidence; add with geographic caveat.,WN-CDC-GUIDE-2024,matched_sources_used,West Nile Virus Surveillance and Control Guidelines,CDC,2024,technical guideline,https://www.cdc.gov/west-nile-virus/media/pdfs/2024/08/WestNileVirus-SurveillanceControlGuidelines_508-h.pdf,—,—,—,report_pdf,Turdus migratorius; Cx. quinquefasciatus; Cx. tarsalis; Cx. salinarius,High-value named-species ecology source with explicit regional caveats.,verify source URL/DOI/PMID and exact evidence span before import,West Nile fever | vector | Culex quinquefasciatus | main_vector | high,WestNileVirus-SurveillanceControlGuidelines_508-h.pdf
1,Phase V,v_batch_1_west_nile_yellow_fever_dengue_plague,West Nile fever,vector,Culex salinarius,epidemic_vector,medium,official regional vector wording,Best fit is regional epidemic/enzootic role; confirm preferred repo vocabulary.,WN-CDC-GUIDE-2024,matched_sources_used,West Nile Virus Surveillance and Control Guidelines,CDC,2024,technical guideline,https://www.cdc.gov/west-nile-virus/media/pdfs/2024/08/WestNileVirus-SurveillanceControlGuidelines_508-h.pdf,—,—,—,report_pdf,Turdus migratorius; Cx. quinquefasciatus; Cx. tarsalis; Cx. salinarius,High-value named-species ecology source with explicit regional caveats.,verify source URL/DOI/PMID and exact evidence span before import,West Nile fever | vector | Culex salinarius | epidemic_vector | medium,WestNileVirus-SurveillanceControlGuidelines_508-h.pdf
1,Phase V,v_batch_1_west_nile_yellow_fever_dengue_plague,West Nile fever,vector,Culex tarsalis,main_vector,high,official named-species regional vector wording,Strong western-US evidence; add with geographic caveat.,WN-CDC-GUIDE-2024,matched_sources_used,West Nile Virus Surveillance and Control Guidelines,CDC,2024,technical guideline,https://www.cdc.gov/west-nile-virus/media/pdfs/2024/08/WestNileVirus-SurveillanceControlGuidelines_508-h.pdf,—,—,—,report_pdf,Turdus migratorius; Cx. quinquefasciatus; Cx. tarsalis; Cx. salinarius,High-value named-species ecology source with explicit regional caveats.,verify source URL/DOI/PMID and exact evidence span before import,West Nile fever | vector | Culex tarsalis | main_vector | high,WestNileVirus-SurveillanceControlGuidelines_508-h.pdf
1,Phase V,v_batch_1_west_nile_yellow_fever_dengue_plague,Yellow fever,vector,Haemagogus janthinomys,sylvatic_vector,high,outbreak-primary named-species vector evidence,Strong South American evidence; add with Brazil/outbreak caveat.,YF-ABREU-2019,matched_sources_used,"Haemagogus leucocelaenus and Haemagogus janthinomys are the primary vectors in the major yellow fever outbreak in Brazil, 2016–2018",F. V. S. de Abreu et al.,2019,primary outbreak study,https://pubmed.ncbi.nlm.nih.gov/30866775/,10.1080/22221751.2019.1568180,30866775,PMC6455131,abstract_only,*Hg. janthinomys*; *Hg. leucocelaenus*,"High-value species-level source, but outbreak/regional.",verify source URL/DOI/PMID and exact evidence span before import,Yellow fever | vector | Haemagogus janthinomys | sylvatic_vector | high,Haemagogus leucocelaenus and Haemagogus janthinomys are the primary vectors in the major yellow fever outbreak in Brazil 2016 2018.pdf
1,Phase V,v_batch_1_west_nile_yellow_fever_dengue_plague,Yellow fever,vector,Haemagogus leucocelaenus,sylvatic_vector,high,outbreak-primary named-species vector evidence,Strong South American evidence; add with Brazil/outbreak caveat.,YF-ABREU-2019,matched_sources_used,"Haemagogus leucocelaenus and Haemagogus janthinomys are the primary vectors in the major yellow fever outbreak in Brazil, 2016–2018",F. V. S. de Abreu et al.,2019,primary outbreak study,https://pubmed.ncbi.nlm.nih.gov/30866775/,10.1080/22221751.2019.1568180,30866775,PMC6455131,abstract_only,*Hg. janthinomys*; *Hg. leucocelaenus*,"High-value species-level source, but outbreak/regional.",verify source URL/DOI/PMID and exact evidence span before import,Yellow fever | vector | Haemagogus leucocelaenus | sylvatic_vector | high,Haemagogus leucocelaenus and Haemagogus janthinomys are the primary vectors in the major yellow fever outbreak in Brazil 2016 2018.pdf
2,Phase V,v_batch_2_rvf_chikungunya_zika_vee,Chikungunya fever,vector,Aedes hensilli,epidemic_vector,medium,Primary outbreak incrimination study from Yap Island.,Add only if taxon is in roster and retain explicit outbreak-region caveat.,CHIK_S05,matched_sources_used,"Incrimination of Aedes (Stegomyia) hensilli Farner as an Epidemic Vector of Chikungunya Virus on Yap Island, Federated States of Micronesia, 2013",Harry M. Savage; Jeremy P. Ledermann; Laurence Yug; others,2015,primary_field_study,https://pmc.ncbi.nlm.nih.gov/articles/PMC4347352/,10.4269/ajtmh.14-0374,25404070,PMC4347352,full_text,Aedes hensilli,"Strong outbreak-specific field evidence, not a global vector generalisation.",verify source URL/DOI/PMID and exact evidence span before import,Chikungunya fever | vector | Aedes hensilli | epidemic_vector | medium,tpmd-article-p429.pdf
2,Phase V,v_batch_2_rvf_chikungunya_zika_vee,Rift Valley fever,host,Bos taurus,amplifying_host,medium,Peer-reviewed review explicitly names cattle as amplifying hosts.,Species-level row was previously deferred; verify full text and repo naming.,RVF_S02,matched_sources_used,Rift Valley Fever: An Emerging Mosquito-Borne Disease,Kenneth J. Linthicum; Seth C. Britch; Assaf Anyamba,2016,peer_reviewed_review,https://doi.org/10.1146/annurev-ento-010715-023819,10.1146/annurev-ento-010715-023819,none,none,abstract_only,Bos taurus; Ovis aries; Capra hircus; Camelus spp.,Strong review source; only abstract was directly accessible in this pass.,verify source URL/DOI/PMID and exact evidence span before import,Rift Valley fever | host | Bos taurus | amplifying_host | medium,linthicum2016.pdf
2,Phase V,v_batch_2_rvf_chikungunya_zika_vee,Rift Valley fever,host,Capra hircus,amplifying_host,high,Peer-reviewed review explicitly names goats as amplifying hosts.,Same as sheep.,RVF_S02,matched_sources_used,Rift Valley Fever: An Emerging Mosquito-Borne Disease,Kenneth J. Linthicum; Seth C. Britch; Assaf Anyamba,2016,peer_reviewed_review,https://doi.org/10.1146/annurev-ento-010715-023819,10.1146/annurev-ento-010715-023819,none,none,abstract_only,Bos taurus; Ovis aries; Capra hircus; Camelus spp.,Strong review source; only abstract was directly accessible in this pass.,verify source URL/DOI/PMID and exact evidence span before import,Rift Valley fever | host | Capra hircus | amplifying_host | high,linthicum2016.pdf
2,Phase V,v_batch_2_rvf_chikungunya_zika_vee,Rift Valley fever,host,Ovis aries,amplifying_host,high,Peer-reviewed review explicitly names sheep as amplifying hosts.,"Strong candidate for species-level addition, but prior repo pass was group-only.",RVF_S02,matched_sources_used,Rift Valley Fever: An Emerging Mosquito-Borne Disease,Kenneth J. Linthicum; Seth C. Britch; Assaf Anyamba,2016,peer_reviewed_review,https://doi.org/10.1146/annurev-ento-010715-023819,10.1146/annurev-ento-010715-023819,none,none,abstract_only,Bos taurus; Ovis aries; Capra hircus; Camelus spp.,Strong review source; only abstract was directly accessible in this pass.,verify source URL/DOI/PMID and exact evidence span before import,Rift Valley fever | host | Ovis aries | amplifying_host | high,linthicum2016.pdf
2,Phase V,v_batch_2_rvf_chikungunya_zika_vee,Rift Valley fever,vector,Aedes mcintoshi,enzootic_maintenance_vector,medium,Review explicitly names species as a primary floodwater vector with egg-stage maintenance context.,Confirm species is in current vector roster and decide whether vocabulary needs transovarial-specific wording.,RVF_S03,matched_sources_used,Rift Valley Fever – a Growing Threat To Humans and Animals,M. Kwaśnik; W. Rola-Łuszczak; others,2021,peer_reviewed_review,https://pmc.ncbi.nlm.nih.gov/articles/PMC8009587/,10.2478/jvetres-2021-0009,33817390,PMC8009587,full_text,Aedes mcintoshi; Culex poicilipes,"Useful species-naming review for vector role staging, but still review-level synthesis rather than single incrimination proof.",verify source URL/DOI/PMID and exact evidence span before import,Rift Valley fever | vector | Aedes mcintoshi | enzootic_maintenance_vector | medium,Rift-Valley-fever-a-growing-threat-to-humans-and-animals.pdf
2,Phase V,v_batch_2_rvf_chikungunya_zika_vee,Rift Valley fever,vector,Culex poicilipes,epidemic_vector,medium,Review explicitly names species among secondary vectors supporting outbreak spread.,Role label may alternatively need amplificatory/secondary epidemic wording.,RVF_S03,matched_sources_used,Rift Valley Fever – a Growing Threat To Humans and Animals,M. Kwaśnik; W. Rola-Łuszczak; others,2021,peer_reviewed_review,https://pmc.ncbi.nlm.nih.gov/articles/PMC8009587/,10.2478/jvetres-2021-0009,33817390,PMC8009587,full_text,Aedes mcintoshi; Culex poicilipes,"Useful species-naming review for vector role staging, but still review-level synthesis rather than single incrimination proof.",verify source URL/DOI/PMID and exact evidence span before import,Rift Valley fever | vector | Culex poicilipes | epidemic_vector | medium,Rift-Valley-fever-a-growing-threat-to-humans-and-animals.pdf
2,Phase V,v_batch_2_rvf_chikungunya_zika_vee,Venezuelan equine encephalitis,vector,Psorophora confinnis,bridge_vector,medium,Experimental bridge-vector wording plus outbreak ecological presence.,Strong candidate for addition if species is in the vector roster and bridge-vector term is accepted.,VEE_S02,matched_sources_used,"Update: Venezuelan Equine Encephalitis -- Colombia, 1995",CDC MMWR,1995,official_report,https://www.cdc.gov/mmwr/preview/mmwrhtml/00039331.htm,none,none,none,official_page,Equus caballus; Aedes taeniorhynchus; Psorophora confinnis; Homo sapiens context,Strong outbreak-specific epizootic evidence.,multiple sources listed; verify each source supports the exact role grain,Venezuelan equine encephalitis | vector | Psorophora confinnis | bridge_vector | medium,
2,Phase V,v_batch_2_rvf_chikungunya_zika_vee,Venezuelan equine encephalitis,vector,Psorophora confinnis,bridge_vector,medium,Experimental bridge-vector wording plus outbreak ecological presence.,Strong candidate for addition if species is in the vector roster and bridge-vector term is accepted.,VEE_S06,matched_sources_used,Susceptibility of Psorophora confinnis to infection with epizootic and enzootic VEE viruses,Diana I. Ortiz; Michael Anishchenko; Scott C. Weaver,2005,primary_experimental_study,https://pubmed.ncbi.nlm.nih.gov/16365999/,10.1093/jmedent/42.5.857,16365999,none,abstract_only,Psorophora confinnis,Best source in this pass for bridge-vector support.,multiple sources listed; verify each source supports the exact role grain,Venezuelan equine encephalitis | vector | Psorophora confinnis | bridge_vector | medium,ortiz2005.pdf
2,Phase V,v_batch_2_rvf_chikungunya_zika_vee,Zika virus disease,vector,Aedes hensilli,candidate_vector,low,CDC explicitly names it as a Pacific contributor.,Add only if taxon is in roster and keep Pacific-islands caveat.,ZIKA_S01,matched_sources_used,Transmission of Zika Virus,CDC,2025,official_page,https://www.cdc.gov/zika/php/transmission/index.html,none,none,none,official_page,Homo sapiens; non-human primates; sylvatic Aedes spp.; Aedes hensilli,Strong current cycle framing; species-level assignments beyond explicitly named taxa should not be inferred.,verify source URL/DOI/PMID and exact evidence span before import,Zika virus disease | vector | Aedes hensilli | candidate_vector | low,
3,Phase V,v_batch_3_cchf_tbe_sfts_oropouche,Crimean-Congo hemorrhagic fever,vector,Hyalomma anatolicum,main_vector,medium,Explicitly named competent vector/reservoir.,Confirm regional framing and preferred role label before staging.,CCHF_S2,matched_sources_used,Factsheet for health professionals about Crimean-Congo haemorrhagic fever,ECDC,2023/2024 page version,official_page,https://www.ecdc.europa.eu/en/crimean-congo-haemorrhagic-fever/facts/factsheet,,,,official_page,human row; Hyalomma genus; *H. marginatum*; *H. anatolicum*; *H. rufipes*; *H. lusitanicum*; *R. bursa* caveat,Best official species-explicit vector page I found for this batch.,verify source URL/DOI/PMID and exact evidence span before import,Crimean-Congo hemorrhagic fever | vector | Hyalomma anatolicum | main_vector | medium,
3,Phase V,v_batch_3_cchf_tbe_sfts_oropouche,Crimean-Congo hemorrhagic fever,vector,Hyalomma lusitanicum,enzootic_maintenance_vector,medium,Spain-specific circulation role stated by ECDC.,Regional/circulation wording is weaker than primary/main vector wording.,CCHF_S2,matched_sources_used,Factsheet for health professionals about Crimean-Congo haemorrhagic fever,ECDC,2023/2024 page version,official_page,https://www.ecdc.europa.eu/en/crimean-congo-haemorrhagic-fever/facts/factsheet,,,,official_page,human row; Hyalomma genus; *H. marginatum*; *H. anatolicum*; *H. rufipes*; *H. lusitanicum*; *R. bursa* caveat,Best official species-explicit vector page I found for this batch.,verify source URL/DOI/PMID and exact evidence span before import,Crimean-Congo hemorrhagic fever | vector | Hyalomma lusitanicum | enzootic_maintenance_vector | medium,
3,Phase V,v_batch_3_cchf_tbe_sfts_oropouche,Crimean-Congo hemorrhagic fever,vector,Hyalomma marginatum,main_vector,high,Explicit principal-vector language for Europe.,Species-level row appears strong but was deferred in current review.,CCHF_S2,matched_sources_used,Factsheet for health professionals about Crimean-Congo haemorrhagic fever,ECDC,2023/2024 page version,official_page,https://www.ecdc.europa.eu/en/crimean-congo-haemorrhagic-fever/facts/factsheet,,,,official_page,human row; Hyalomma genus; *H. marginatum*; *H. anatolicum*; *H. rufipes*; *H. lusitanicum*; *R. bursa* caveat,Best official species-explicit vector page I found for this batch.,verify source URL/DOI/PMID and exact evidence span before import,Crimean-Congo hemorrhagic fever | vector | Hyalomma marginatum | main_vector | high,
3,Phase V,v_batch_3_cchf_tbe_sfts_oropouche,Crimean-Congo hemorrhagic fever,vector,Hyalomma rufipes,main_vector,medium,Explicitly named competent vector/reservoir.,Confirm whether repo prefers main_vector or candidate_vector for non-European species.,CCHF_S2,matched_sources_used,Factsheet for health professionals about Crimean-Congo haemorrhagic fever,ECDC,2023/2024 page version,official_page,https://www.ecdc.europa.eu/en/crimean-congo-haemorrhagic-fever/facts/factsheet,,,,official_page,human row; Hyalomma genus; *H. marginatum*; *H. anatolicum*; *H. rufipes*; *H. lusitanicum*; *R. bursa* caveat,Best official species-explicit vector page I found for this batch.,verify source URL/DOI/PMID and exact evidence span before import,Crimean-Congo hemorrhagic fever | vector | Hyalomma rufipes | main_vector | medium,
3,Phase V,v_batch_3_cchf_tbe_sfts_oropouche,Oropouche fever,vector,Culicoides sonorensis,competent_vector_only,medium,Lab competence repeatedly supported in systematic review.,Keep explicitly experimental-only and non-natural-cycle.,ORO_S4,matched_sources_used,Vector competence for Oropouche virus: A systematic review,Gallichotte et al.,2025,peer-reviewed review,https://pubmed.ncbi.nlm.nih.gov/40305476/,10.1371/journal.pntd.0013014,40305476,PMC12043118,abstract_only,*C. sonorensis*; *Cx. quinquefasciatus* dispute,Most useful modern source for avoiding mosquito overclaiming.,verify source URL/DOI/PMID and exact evidence span before import,Oropouche fever | vector | Culicoides sonorensis | competent_vector_only | medium,journal.pntd.0013014.pdf
3,Phase V,v_batch_3_cchf_tbe_sfts_oropouche,Severe fever with thrombocytopenia syndrome (SFTS),host,Erinaceus amurensis,amplifying_host,medium,Strongest species-level vertebrate amplifier evidence found in this batch.,Region-specific; confirm preferred role label and caveat wording.,SFTS_S3,matched_sources_used,Hedgehogs as Amplifying Hosts of Severe Fever with Thrombocytopenia Syndrome Virus,Zhao et al.,2022,primary study,https://pubmed.ncbi.nlm.nih.gov/36417938/,,36417938,PMC9707592,abstract_only,*E. amurensis*; hedgehogs group,Most informative host-role paper in this pass.,verify source URL/DOI/PMID and exact evidence span before import,Severe fever with thrombocytopenia syndrome (SFTS) | host | Erinaceus amurensis | amplifying_host | medium,22-0668.pdf
3,Phase V,v_batch_3_cchf_tbe_sfts_oropouche,Severe fever with thrombocytopenia syndrome (SFTS),vector,Haemaphysalis flava,competent_vector_only,medium,Experimental competence shown.,Good candidate for evidence table and possibly assignment table if that role value exists upstream.,SFTS_S7,matched_sources_used,Haemaphysalis flava ticks as a competent vector of severe fever with thrombocytopenia syndrome virus,Fang et al.,2023,primary study,https://pubmed.ncbi.nlm.nih.gov/36599203/,,36599203,,abstract_only,*H. flava*,Good experimental species-level competence evidence.,verify source URL/DOI/PMID and exact evidence span before import,Severe fever with thrombocytopenia syndrome (SFTS) | vector | Haemaphysalis flava | competent_vector_only | medium,1-s2.0-S1877959X22002023-main.pdf
3,Phase V,v_batch_3_cchf_tbe_sfts_oropouche,Severe fever with thrombocytopenia syndrome (SFTS),vector,Ixodes sinensis,candidate_vector,medium,Experimental transmission and transovarial evidence.,"Candidate row appears justified, but not as primary vector.",SFTS_S6,matched_sources_used,Role of three tick species in the maintenance and transmission of severe fever with thrombocytopenia syndrome virus,Hu et al.,2020,primary study,https://pubmed.ncbi.nlm.nih.gov/32520966/,10.1371/journal.pntd.0008368,32520966,,abstract_only,*I. sinensis*; *I. persulcatus*; *D. silvarum*,Especially valuable because it includes both positive and negative competence results.,verify source URL/DOI/PMID and exact evidence span before import,Severe fever with thrombocytopenia syndrome (SFTS) | vector | Ixodes sinensis | candidate_vector | medium,document.pdf
3,Phase V,v_batch_3_cchf_tbe_sfts_oropouche,Tick-borne encephalitis,host,Apodemus flavicollis,reservoir_host,medium,Review names it; experimental infection supports transmission-cycle relevance.,"Good candidate, but evidence mix is review + experiment rather than direct field maintenance proof in one source.",TBE_S4,matched_sources_used,Exploring the Reservoir Hosts of Tick-Borne Encephalitis Virus,Michelitsch et al.,2019,peer-reviewed review,https://pubmed.ncbi.nlm.nih.gov/31336624/,10.3390/v11070669,31336624,PMC6669706,abstract_only,*M. glareolus*; *A. flavicollis*,Most useful species-explicit host review in this pass.,multiple sources listed; verify each source supports the exact role grain,Tick-borne encephalitis | host | Apodemus flavicollis | reservoir_host | medium,viruses-11-00669.pdf
3,Phase V,v_batch_3_cchf_tbe_sfts_oropouche,Tick-borne encephalitis,host,Apodemus flavicollis,reservoir_host,medium,Review names it; experimental infection supports transmission-cycle relevance.,"Good candidate, but evidence mix is review + experiment rather than direct field maintenance proof in one source.",TBE_S5,matched_sources_used,Infection of wild-caught wood mice (Apodemus sylvaticus) and yellow-necked mice (A. flavicollis) with tick-borne encephalitis virus,Bakker et al.,2023,primary study,https://pubmed.ncbi.nlm.nih.gov/38062065/,10.1038/s41598-023-47697-2,38062065,PMC10703896,abstract_only,*A. flavicollis*; *A. sylvaticus*,Valuable for species-level nuance; not alone enough to stage every rodent.,multiple sources listed; verify each source supports the exact role grain,Tick-borne encephalitis | host | Apodemus flavicollis | reservoir_host | medium,s41598-023-47697-2.pdf
3,Phase V,v_batch_3_cchf_tbe_sfts_oropouche,Tick-borne encephalitis,host,Myodes glareolus,reservoir_host,medium,Repeated review-based and species-explicit reservoir support.,Strong candidate species row absent from current review.,TBE_S4,matched_sources_used,Exploring the Reservoir Hosts of Tick-Borne Encephalitis Virus,Michelitsch et al.,2019,peer-reviewed review,https://pubmed.ncbi.nlm.nih.gov/31336624/,10.3390/v11070669,31336624,PMC6669706,abstract_only,*M. glareolus*; *A. flavicollis*,Most useful species-explicit host review in this pass.,verify source URL/DOI/PMID and exact evidence span before import,Tick-borne encephalitis | host | Myodes glareolus | reservoir_host | medium,viruses-11-00669.pdf
